date,margin_total,margin_kospi,margin_kosdaq,deposit,margin_dep,margin_mcap,margin_val,misu,bandae_amt,bandae_ratio,bandae_amt_ma,bandae_ratio_ma,kospi_idx,kosdaq_idx,kospi_dd,rv20,turn_val,turn_heat,pctl_margin_total,composite_score,etf_nav
20111111,4.502705,3.089942,1.412763,20.397725,22.07,0.388,0.53,0.185522,111.7,6.4,77.42,4.28,1863.45,500.08,-16.4,31.9,8.433967,0.726,57.8,37.3,
20111118,4.518618,3.081227,1.437391,19.547741,23.12,0.393,0.59,0.242405,109.59,5.0,99.01,4.56,1839.17,503.09,-17.49,31.2,7.645621,0.666,58.1,37.6,
20111125,4.624453,3.164625,1.459828,18.141755,25.49,0.417,0.66,0.208908,122.18,7.3,102.58,5.52,1776.4,479.55,-20.3,29.5,7.055111,0.636,60.7,42.4,
20111202,4.472865,3.019778,1.453087,19.238605,23.25,0.375,0.51,0.172223,50.41,3.5,60.43,3.34,1916.04,498.33,-14.04,32.3,8.738209,0.733,55.2,30.6,
20111209,4.519449,2.989865,1.529584,19.55832,23.11,0.385,0.55,0.167412,70.01,4.3,67.05,3.96,1874.75,507.6,-15.89,26.0,8.258227,0.704,57.6,37.7,
20111216,4.67567,3.108589,1.567081,18.792155,24.88,0.406,0.6,0.20762,110.34,5.2,103.45,5.68,1839.96,504.58,-17.45,25.5,7.736538,0.671,62.9,42.7,
20111223,4.547744,3.019206,1.528538,18.145157,25.06,0.389,0.63,0.17587,60.59,2.6,97.72,4.38,1867.22,502.36,-16.23,28.8,7.206464,0.616,57.5,33.3,
20111229,4.498259,2.947102,1.551157,17.6802,25.44,0.392,0.74,0.187689,98.27,5.7,81.1,4.74,1825.74,500.18,-18.09,23.4,6.048989,0.527,55.3,30.2,
20120106,4.45886,2.838736,1.620124,18.668584,23.88,0.384,0.58,0.172665,71.58,5.0,61.05,3.94,1843.14,518.94,-17.31,25.3,7.735754,0.666,52.7,30.8,
20120113,4.543493,2.870179,1.673314,18.328139,24.79,0.384,0.55,0.187026,81.03,4.6,90.56,4.68,1875.68,523.13,-15.85,22.7,8.303804,0.702,57.0,39.8,
20120120,4.542797,2.86419,1.678607,18.808775,24.15,0.371,0.45,0.181378,62.14,4.0,63.69,3.88,1949.89,512.17,-12.52,17.5,10.152218,0.83,56.6,31.5,
20120127,4.435283,2.762962,1.672321,19.5723,22.66,0.36,0.53,0.186975,88.94,5.3,76.67,4.54,1964.83,515.81,-11.85,16.6,8.403157,0.682,50.4,27.1,
20120203,4.508861,2.832027,1.676834,20.63165,21.85,0.364,0.43,0.163766,66.86,3.5,97.71,5.1,1972.34,522.59,-11.51,15.1,10.416426,0.842,55.3,38.5,
20120210,4.677208,2.956782,1.720426,20.833558,22.45,0.374,0.44,0.198472,78.74,3.6,82.42,4.08,1993.71,528.67,-10.55,13.7,10.750896,0.86,62.8,37.2,
20120217,4.92366,3.154812,1.768848,20.58028,23.92,0.387,0.47,0.190179,95.54,5.4,89.67,4.68,2023.47,540.14,-9.22,14.0,10.501933,0.826,72.9,40.5,
20120223,5.050691,3.265881,1.78481,20.26254,24.93,0.399,0.56,0.192296,80.31,4.1,87.48,4.54,2007.8,541.13,-9.92,13.2,9.02453,0.713,77.8,38.6,
20120302,5.102224,3.322068,1.780156,19.621633,26.0,0.398,0.65,0.164406,52.16,2.9,72.51,4.18,2034.63,543.97,-8.72,13.3,7.898448,0.616,78.3,34.2,
20120309,5.151094,3.359798,1.791296,19.093121,26.98,0.405,0.66,0.210638,92.57,4.2,81.57,2.7,2018.3,539.55,-9.45,13.9,7.762925,0.61,78.5,28.2,
20120316,5.214895,3.411147,1.803748,18.972697,27.49,0.406,0.63,0.165327,65.19,3.6,75.33,4.12,2034.44,539.78,-8.73,13.6,8.268871,0.644,79.0,35.6,
20120323,5.331523,3.506569,1.824954,18.465729,28.87,0.417,0.77,0.183426,70.12,4.2,71.36,4.3,2026.83,527.47,-9.07,11.6,6.884741,0.539,80.2,33.5,
20120330,5.202648,3.429577,1.773071,18.22106,28.55,0.41,0.69,0.197747,103.15,5.7,90.74,5.0,2014.04,519.56,-9.64,10.5,7.547918,0.595,78.2,30.2,
20120406,5.00464,3.309193,1.695447,18.290095,27.36,0.392,0.78,0.192777,99.15,6.7,77.78,4.64,2029.03,503.41,-8.97,11.0,6.428264,0.504,73.8,26.5,
20120413,4.878336,3.258595,1.619741,18.230277,26.76,0.386,0.67,0.15906,68.88,3.7,89.05,5.12,2008.91,499.46,-9.87,12.1,7.334033,0.58,68.6,28.4,
20120420,4.912883,3.289894,1.622989,17.940181,27.38,0.395,0.74,0.185241,104.35,6.0,74.44,4.74,1974.65,497.56,-11.41,13.2,6.626611,0.533,69.8,29.1,
20120427,4.778365,3.198765,1.5796,17.531574,27.26,0.385,0.66,0.490521,94.08,3.5,93.16,4.62,1975.35,479.08,-11.38,12.5,7.185674,0.579,63.6,27.4,
20120504,4.608639,3.074439,1.5342,17.86007,25.8,0.368,0.68,0.163103,64.44,3.7,80.95,3.06,1989.15,490.53,-10.76,10.9,6.744191,0.539,55.0,19.2,
20120510,4.61667,3.096151,1.520519,17.457566,26.45,0.376,0.75,0.177523,97.92,5.3,80.19,4.84,1944.93,494.27,-10.81,11.4,6.16398,0.503,55.5,25.9,
20120518,4.494417,3.024144,1.470273,17.570027,25.58,0.4,0.62,0.248788,133.3,6.9,114.88,6.1,1782.46,448.68,-18.26,18.3,7.261383,0.647,48.5,32.0,
20120525,4.283482,2.892383,1.391099,16.708729,25.64,0.373,0.83,0.159299,68.15,4.3,85.94,3.22,1824.17,462.4,-16.35,20.8,5.133547,0.447,36.1,21.3,
20120601,4.191505,2.81133,1.380175,16.842581,24.89,0.363,0.83,0.13316,75.96,6.9,54.95,4.08,1834.51,472.13,-15.87,20.8,5.020356,0.434,33.5,19.5,
20120608,4.066061,2.728156,1.337905,16.5939,24.5,0.352,0.77,0.160785,47.21,2.3,58.07,4.24,1835.64,461.99,-15.82,26.5,5.25034,0.455,30.2,21.3,
20120615,3.986655,2.652819,1.333836,17.049581,23.38,0.341,0.61,0.161205,60.07,4.3,49.31,3.46,1858.16,467.75,-14.79,26.9,6.57142,0.562,26.6,18.0,
20120622,3.90381,2.549344,1.354466,17.906352,21.8,0.335,0.66,0.127973,58.34,4.4,55.32,3.9,1847.39,485.19,-15.28,22.6,5.954411,0.51,24.2,17.5,
20120629,4.07187,2.694797,1.377073,16.358049,24.89,0.347,0.67,0.147116,61.65,3.4,84.24,5.48,1854.01,489.16,-14.98,23.1,6.098174,0.519,30.8,31.7,
20120706,4.047723,2.61807,1.429653,16.856075,24.01,0.344,0.7,0.115635,59.74,5.4,51.22,4.46,1858.2,497.21,-14.78,16.5,5.795328,0.492,29.4,19.2,
20120713,4.161111,2.703897,1.457214,16.793793,24.78,0.362,0.61,0.148924,75.46,5.4,83.89,6.42,1812.89,484.32,-16.86,18.2,6.788534,0.59,33.8,31.8,
20120720,4.105911,2.651202,1.454708,16.106134,25.49,0.355,0.74,0.185425,72.51,5.1,82.92,5.2,1822.93,481.83,-16.16,18.3,5.514363,0.477,32.7,25.7,
20120727,4.007799,2.585703,1.422095,16.008489,25.04,0.347,0.67,0.162088,113.1,6.9,99.44,6.76,1829.16,464.72,-15.87,20.6,5.982949,0.517,27.5,26.3,
20120803,3.819097,2.398759,1.420338,17.025148,22.43,0.327,0.81,0.088059,41.97,4.6,52.72,5.06,1848.68,465.28,-14.98,21.2,4.739914,0.406,22.6,18.7,
20120810,3.733571,2.296124,1.437447,17.518354,21.31,0.304,0.67,0.095659,33.2,3.5,34.2,3.6,1946.4,475.51,-8.24,20.3,5.608232,0.457,21.5,13.4,
20120817,3.683398,2.223761,1.459637,18.262096,20.17,0.3,0.56,0.096782,53.46,4.9,44.91,4.48,1946.54,487.26,-5.01,19.3,6.592972,0.537,21.4,16.6,
20120824,3.740228,2.232556,1.507673,18.557905,20.15,0.308,0.55,0.16193,66.31,4.4,53.36,4.28,1919.81,497.51,-6.32,17.5,6.769753,0.557,22.4,22.5,
20120831,3.837381,2.273974,1.563408,18.271825,21.0,0.317,0.56,0.128732,84.95,5.6,66.19,4.32,1905.12,508.35,-7.03,14.4,6.873071,0.568,24.3,23.1,
20120907,4.013215,2.389751,1.623464,17.461696,22.98,0.328,0.5,0.176451,76.88,2.7,70.1,4.52,1929.58,510.87,-5.84,14.5,7.967054,0.651,30.0,27.3,
20120914,4.05915,2.367155,1.691995,17.901701,22.67,0.319,0.33,0.110834,45.25,3.7,46.65,3.48,2007.58,519.14,-2.03,17.7,12.396988,0.976,33.3,29.2,
20120921,4.219054,2.45921,1.759844,18.949706,22.26,0.332,0.5,0.132448,65.51,4.6,64.5,4.8,2002.37,531.49,-2.29,17.4,8.369721,0.659,38.8,30.4,
20120928,4.313448,2.517373,1.796075,18.734735,23.02,0.341,0.6,0.151235,78.11,4.6,85.36,5.62,1996.21,523.78,-2.59,17.0,7.151999,0.565,41.9,32.1,
20121005,4.33267,2.524937,1.807733,18.42112,23.52,0.342,0.6,0.129734,51.36,4.4,74.88,5.02,1995.17,535.82,-2.64,15.3,7.281648,0.574,43.0,30.1,
20121012,4.466378,2.570579,1.895798,18.847035,23.7,0.362,0.69,0.184091,133.47,8.1,97.5,6.2,1933.26,539.86,-5.66,13.6,6.495154,0.527,51.3,33.4,
20121019,4.527022,2.603244,1.923778,17.457611,25.93,0.367,0.7,0.126324,55.24,2.8,98.47,5.44,1943.84,518.81,-5.15,9.6,6.473009,0.524,55.3,33.1,
20121026,4.551204,2.623243,1.92796,17.495316,26.01,0.378,0.69,0.149841,61.09,4.6,64.96,5.02,1891.43,505.5,-7.7,10.9,6.61065,0.55,56.2,26.7,
20121102,4.402278,2.544807,1.857472,17.713713,24.85,0.361,0.6,0.088711,40.18,3.1,70.79,4.84,1918.72,513.37,-6.37,12.1,7.355604,0.603,46.4,24.1,
20121109,4.475963,2.581272,1.89469,17.312731,25.85,0.369,0.69,0.101199,49.59,5.2,40.86,4.18,1904.41,519.9,-7.07,12.3,6.478329,0.534,50.6,26.3,
20121116,4.504933,2.62226,1.882673,17.12841,26.3,0.381,0.71,0.153751,79.9,5.4,94.13,6.88,1860.83,482.99,-9.2,12.2,6.321244,0.535,53.4,31.8,
20121123,4.336581,2.531095,1.805486,16.541323,26.22,0.357,0.81,0.13315,55.29,4.3,66.16,4.54,1911.33,498.82,-6.73,11.6,5.33127,0.439,42.5,20.8,
20121130,4.313973,2.493742,1.82023,16.736081,25.78,0.352,0.69,0.120067,57.12,4.7,46.6,4.18,1932.9,499.37,-5.68,11.8,6.23759,0.509,41.3,20.1,
20121207,4.223797,2.413644,1.810153,17.09008,24.71,0.341,0.66,0.117535,53.91,5.2,54.23,4.9,1957.45,489.22,-4.48,10.0,6.3788,0.515,39.1,18.8,
20121214,4.101499,2.321822,1.779677,17.222546,23.81,0.325,0.71,0.114292,56.47,4.2,59.1,4.72,1995.04,491.65,-2.65,8.7,5.751052,0.456,35.8,17.3,
20121221,4.062513,2.302737,1.759776,17.244792,23.56,0.325,0.59,0.105454,49.48,4.2,48.33,4.38,1980.42,478.06,-3.36,9.6,6.880082,0.55,33.7,16.1,
20121228,3.92972,2.218076,1.711645,18.01426,21.81,0.311,0.82,0.124128,23.91,2.1,48.73,4.1,1997.05,496.32,-2.55,8.6,4.807703,0.381,27.1,12.3,
20130104,3.932807,2.218038,1.714769,18.031726,21.81,0.309,0.59,0.140818,59.98,4.9,44.15,3.6,2011.94,504.84,-1.82,10.1,6.683755,0.525,27.7,11.4,
20130111,4.041988,2.291609,1.750379,17.685891,22.85,0.319,0.62,0.172328,55.81,3.4,70.62,4.34,1996.67,515.42,-2.57,10.9,6.50388,0.513,32.5,24.4,
20130118,4.131388,2.361942,1.769446,17.763499,23.26,0.327,0.74,0.177781,67.9,3.6,73.79,4.44,1987.85,512.24,-3.0,10.6,5.612485,0.445,38.5,25.8,
20130125,4.166572,2.356585,1.809987,17.298763,24.09,0.337,0.6,0.130913,73.66,6.4,52.98,3.88,1946.69,506.83,-5.01,11.2,6.900475,0.558,40.0,19.6,
20130201,4.1789,2.377709,1.801191,17.405469,24.01,0.336,0.72,0.131513,49.47,3.6,48.27,3.4,1957.79,503.31,-4.46,9.4,5.80123,0.466,40.5,15.8,
20130208,4.096347,2.335235,1.761112,16.462306,24.88,0.33,0.76,0.138527,45.08,3.3,47.77,3.84,1950.9,504.94,-4.8,9.7,5.390654,0.434,37.0,15.0,
20130215,4.057249,2.299623,1.757626,16.880036,24.04,0.321,0.69,0.120095,26.91,2.2,38.24,2.94,1981.18,514.58,-3.32,10.4,5.914885,0.469,34.0,13.6,
20130222,4.089857,2.274472,1.815385,17.889469,22.86,0.318,0.65,0.140314,43.76,3.1,41.78,3.24,2018.89,528.36,-1.48,11.4,6.270224,0.487,36.6,14.8,
20130228,4.118048,2.2722,1.845848,17.210909,23.93,0.319,0.65,0.138529,46.14,3.3,49.32,3.34,2026.49,535.87,-1.11,11.2,6.325241,0.489,38.8,16.5,
20130308,4.173302,2.292127,1.881175,18.108818,23.05,0.325,0.73,0.12691,49.52,4.0,46.0,3.9,2006.01,543.1,-2.11,11.4,5.747312,0.448,41.4,22.1,
20130315,4.251727,2.326786,1.924941,18.535255,22.94,0.334,0.54,0.109796,53.03,4.2,61.29,4.84,1986.5,554.81,-3.06,10.3,7.943258,0.623,43.4,29.6,
20130322,4.401668,2.437372,1.964296,17.160862,25.65,0.351,0.82,0.13115,84.95,6.7,67.52,5.32,1948.71,551.25,-4.91,8.7,5.348531,0.427,49.4,30.3,
20130329,4.471113,2.461732,2.009381,17.2475,25.92,0.348,0.8,0.116757,53.44,4.3,55.85,4.22,2004.89,555.02,-2.17,9.8,5.57234,0.433,53.4,27.7,
20130405,4.498551,2.457033,2.041518,18.44362,24.39,0.363,0.61,0.122199,74.98,5.9,60.84,5.24,1927.23,547.51,-5.96,11.5,7.350133,0.593,55.4,29.7,
20130412,4.388013,2.403641,1.984372,18.585722,23.61,0.354,0.59,0.106666,40.83,2.8,69.79,4.64,1924.23,547.19,-6.1,12.8,7.384507,0.596,47.8,27.0,
20130419,4.528295,2.482301,2.045994,18.526918,24.44,0.369,0.63,0.1701,99.48,6.1,76.64,5.78,1906.75,541.46,-6.12,12.7,7.184558,0.585,57.6,37.9,
20130426,4.543608,2.484979,2.058628,18.365002,24.74,0.363,0.69,0.107391,35.38,1.8,66.7,4.24,1944.56,565.35,-4.26,12.5,6.600168,0.527,58.4,28.7,
20130503,4.597268,2.472014,2.125254,18.355891,25.05,0.363,0.71,0.147291,53.72,4.5,47.42,3.96,1965.71,565.33,-3.22,12.7,6.48911,0.513,61.0,29.9,
20130510,4.749063,2.564622,2.184441,18.969063,25.04,0.378,0.72,0.147183,48.96,3.5,61.87,4.04,1944.75,569.7,-4.25,13.0,6.608464,0.526,67.9,34.1,
20130516,4.788939,2.550745,2.238195,17.738742,27.0,0.374,0.66,0.133142,44.8,3.0,62.52,4.32,1986.81,566.06,-2.18,12.7,7.262024,0.567,69.5,36.7,
20130524,4.85546,2.567759,2.287701,18.708932,25.95,0.38,0.83,0.130506,50.58,3.3,48.09,3.82,1973.45,574.06,-2.84,12.0,5.861199,0.459,71.4,30.8,
20130531,4.967028,2.610344,2.356684,18.45338,26.92,0.383,0.64,0.123755,58.56,4.9,51.32,3.74,2001.05,577.87,-1.48,11.3,7.777861,0.6,75.7,33.9,
20130607,4.992282,2.623297,2.368985,19.208928,25.99,0.403,0.65,0.129482,87.14,7.3,70.97,5.68,1923.85,535.75,-5.28,14.2,7.732331,0.624,77.1,40.5,
20130614,4.960314,2.648062,2.312252,18.009489,27.54,0.407,0.98,0.179611,117.36,6.2,105.63,6.32,1889.24,536.04,-6.98,12.6,5.041921,0.414,75.0,40.2,
20130621,4.847008,2.611041,2.235968,18.146854,26.71,0.412,0.74,0.146052,61.58,6.0,75.2,4.98,1822.83,520.89,-10.25,14.3,6.51542,0.553,69.7,36.4,
20130628,4.671839,2.562471,2.109368,18.262644,25.58,0.389,0.77,0.191754,52.2,2.7,74.62,4.78,1863.32,519.06,-8.26,19.1,6.043622,0.503,61.6,35.2,
20130705,4.501946,2.464783,2.037163,18.446778,24.41,0.38,0.83,0.156096,113.1,9.5,59.96,5.7,1833.31,525.4,-9.74,18.8,5.421332,0.458,52.0,30.8,
20130712,4.520502,2.470336,2.050165,17.240107,26.22,0.374,0.9,0.103174,29.9,2.6,64.05,4.6,1869.98,532.47,-7.93,21.4,4.998644,0.414,53.1,33.6,
20130719,4.525322,2.421284,2.104038,17.617347,25.69,0.373,0.85,0.134901,39.51,2.6,36.88,3.46,1871.41,541.87,-7.86,19.4,5.293276,0.437,53.4,25.8,
20130726,4.566078,2.440062,2.126016,18.951297,24.09,0.369,0.84,0.146171,32.77,2.3,45.38,3.04,1910.81,545.31,-5.92,15.1,5.420278,0.439,56.4,22.3,
20130802,4.556847,2.423982,2.132865,18.191772,25.05,0.365,0.74,0.170632,43.29,2.9,54.16,3.62,1923.38,551.76,-5.3,13.7,6.147513,0.493,55.8,25.8,
20130809,4.642525,2.452305,2.190221,17.616415,26.35,0.379,0.88,0.178159,73.77,4.8,59.76,3.94,1880.71,554.93,-7.4,10.3,5.290562,0.432,60.2,30.8,
20130816,4.630412,2.419956,2.210456,17.998744,25.73,0.371,0.86,0.15096,50.98,4.3,58.31,3.76,1920.11,548.79,-5.46,10.6,5.407168,0.433,59.4,25.3,
20130823,4.519784,2.371801,2.147983,18.073763,25.01,0.372,0.84,0.239342,110.48,5.6,81.9,4.84,1870.16,529.19,-7.92,12.8,5.370882,0.442,51.0,30.7,
20130830,4.415049,2.296028,2.119021,17.504804,25.22,0.354,0.62,0.163705,80.43,5.2,60.72,3.44,1926.36,516.74,-5.16,13.9,7.070308,0.566,42.2,23.5,
20130906,4.338606,2.219199,2.119407,18.136263,23.92,0.343,0.73,0.134424,30.0,2.0,46.05,2.8,1955.31,523.77,-3.73,12.8,5.980714,0.472,37.3,15.7,
20130913,4.328792,2.179814,2.148978,19.191227,22.56,0.336,0.79,0.144507,54.87,3.6,48.3,3.38,1994.32,530.89,-1.81,12.7,5.48277,0.425,36.5,17.6,
20130917,4.322483,2.174503,2.14798,18.83666,22.95,0.334,0.78,0.141775,48.49,3.1,49.43,3.28,2005.58,527.11,-1.26,11.3,5.551491,0.428,36.0,16.4,
20130927,4.353909,2.228138,2.125771,16.845598,25.85,0.334,0.75,0.179609,63.01,3.8,66.6,4.34,2011.8,537.5,-0.95,8.5,5.80728,0.446,38.0,24.5,
20131004,4.369565,2.244435,2.12513,16.049568,27.23,0.338,0.73,0.171413,61.59,3.9,55.3,3.4,1996.98,532.01,-1.68,8.2,6.018718,0.466,38.7,20.1,
20131011,4.361095,2.240777,2.120318,15.314081,28.48,0.333,0.68,0.173813,41.88,2.5,60.29,3.56,2024.9,532.6,-0.31,8.5,6.414736,0.49,37.9,22.0,
20131018,4.455973,2.315308,2.140664,15.67466,28.43,0.336,0.73,0.205527,57.03,3.3,54.11,3.1,2052.4,525.69,0.0,8.1,6.080601,0.459,44.6,24.1,
20131025,4.517733,2.380292,2.137442,15.480631,29.18,0.343,0.8,0.188432,54.46,3.4,48.33,2.68,2034.39,534.02,-1.06,8.5,5.676077,0.431,50.6,23.5,
20131101,4.578927,2.418849,2.160078,16.558796,27.65,0.346,0.85,0.118292,61.35,5.4,50.93,3.62,2039.42,534.74,-0.98,10.0,5.408733,0.408,56.1,27.2,
20131108,4.614844,2.450993,2.163851,14.606857,31.59,0.358,0.76,0.128426,72.63,6.0,63.84,5.24,1984.87,515.74,-3.63,10.3,6.038557,0.468,58.3,32.6,
20131115,4.496354,2.419906,2.076448,14.797675,30.39,0.345,0.88,0.118151,48.96,4.2,64.0,4.84,2005.64,512.74,-2.62,13.4,5.119147,0.393,47.0,29.3,
20131122,4.429699,2.385126,2.044573,14.133223,31.34,0.34,0.89,0.109897,59.63,4.9,48.4,3.86,2006.23,504.06,-2.59,14.3,4.983984,0.383,40.6,22.8,
20131129,4.424054,2.388189,2.035866,14.552584,30.4,0.334,0.93,0.083041,28.93,3.2,44.62,4.38,2044.87,517.06,-0.71,13.5,4.743193,0.358,40.2,25.3,
20131206,4.454475,2.425456,2.029019,13.999223,31.82,0.346,0.99,0.120997,64.43,5.2,53.51,5.56,1980.41,506.32,-3.84,14.0,4.49025,0.349,42.6,30.6,
20131213,4.376084,2.400845,1.975239,14.249467,30.71,0.343,0.91,0.104174,56.29,5.7,47.31,4.72,1962.91,494.36,-4.69,11.1,4.828391,0.379,35.8,22.6,
20131220,4.304898,2.386133,1.918765,13.52896,31.82,0.334,1.0,0.093829,48.87,5.2,43.57,4.48,1983.35,488.41,-3.7,9.3,4.303405,0.334,29.8,19.3,
20131227,4.239757,2.337103,1.902654,14.276794,29.7,0.326,1.07,0.075868,26.24,3.3,34.42,3.66,2002.28,496.77,-2.78,8.7,3.964615,0.305,27.6,14.4,
20140103,4.154002,2.268402,1.885599,15.815891,26.26,0.328,0.79,0.074225,26.76,3.0,23.59,2.72,1946.14,499.33,-5.51,11.6,5.280314,0.417,24.3,12.9,
20140110,4.230247,2.329775,1.900472,13.80438,30.64,0.334,0.7,0.120315,59.78,4.3,68.74,5.66,1938.54,510.19,-5.88,10.7,6.057096,0.479,27.4,33.6,
20140117,4.355713,2.407382,1.948331,13.456055,32.37,0.343,0.86,0.162862,47.77,3.0,48.06,3.44,1944.48,518.1,-5.59,10.9,5.094068,0.401,33.7,24.1,
20140124,4.382244,2.401061,1.981183,13.698773,31.99,0.345,0.68,0.12364,67.1,5.1,45.44,3.32,1940.56,520.31,-5.78,11.3,6.428584,0.506,35.8,22.0,
20140129,4.364378,2.409653,1.954725,14.105551,30.94,0.344,0.71,0.152473,48.84,3.4,50.9,3.88,1941.15,515.2,-5.75,13.4,6.145366,0.484,34.0,26.0,
20140207,4.314678,2.39581,1.918868,13.666913,31.57,0.343,0.71,0.150822,42.78,2.5,47.62,3.46,1922.5,514.45,-6.66,13.2,6.050161,0.48,29.2,20.8,
20140214,4.356636,2.407095,1.949541,13.632566,31.96,0.342,0.88,0.134604,66.89,5.0,44.55,3.44,1940.28,522.58,-5.79,13.3,4.933705,0.387,33.1,21.5,
20140221,4.42854,2.433191,1.995349,13.542271,32.7,0.344,0.88,0.099577,35.95,3.5,40.46,3.7,1957.83,528.51,-4.94,14.0,5.042607,0.392,40.1,28.4,
20140228,4.441287,2.433875,2.007411,13.895151,31.96,0.341,0.67,0.100259,35.94,3.7,43.52,4.14,1979.99,528.96,-3.86,11.5,6.601921,0.507,41.4,26.3,
20140307,4.476512,2.463392,2.013121,13.837959,32.35,0.344,0.83,0.082186,25.27,2.9,43.63,4.18,1974.68,543.76,-4.12,8.8,5.417076,0.416,44.7,23.9,
20140314,4.637119,2.579854,2.057265,13.724778,33.79,0.365,0.75,0.147617,55.21,5.1,48.13,5.04,1919.9,544.27,-6.78,11.4,6.157418,0.485,59.6,37.5,
20140321,4.709412,2.599784,2.109628,13.346127,35.29,0.367,0.84,0.10041,48.51,4.6,52.56,4.14,1934.94,546.81,-6.05,11.1,5.614923,0.438,63.9,35.7,
20140328,4.721389,2.566145,2.155244,13.954831,33.83,0.36,0.9,0.127781,79.38,5.9,46.87,4.0,1981.0,544.1,-3.82,11.8,5.246715,0.4,64.1,29.2,
20140404,4.699845,2.512892,2.186953,13.864761,33.9,0.356,0.75,0.1067,41.51,4.0,45.27,3.84,1988.09,560.44,-3.47,11.0,6.243923,0.473,62.6,28.3,
20140411,4.77224,2.510326,2.261914,15.194465,31.41,0.361,0.88,0.11704,99.98,8.0,64.54,5.42,1997.44,555.87,-3.02,7.8,5.416968,0.409,66.3,38.1,
20140418,4.890882,2.55803,2.332852,14.996735,32.61,0.368,0.98,0.107881,39.88,3.6,41.5,4.14,2004.28,571.23,-2.69,6.4,5.003328,0.376,71.9,31.8,
20140425,4.907426,2.536832,2.370594,15.375517,31.92,0.375,0.88,0.122779,82.59,8.3,48.59,4.8,1971.66,556.48,-4.27,6.7,5.550683,0.424,72.6,32.3,
20140502,4.902511,2.550083,2.352428,14.997216,32.69,0.377,0.98,0.111821,46.88,3.9,72.02,5.94,1959.44,558.66,-4.86,6.4,4.984903,0.383,71.7,37.6,
20140509,4.90197,2.548561,2.353409,14.844422,33.02,0.378,0.94,0.172246,72.08,5.8,81.72,6.62,1956.55,550.19,-5.0,7.6,5.237164,0.403,71.6,39.9,
20140516,4.908722,2.51521,2.393512,14.775623,33.22,0.368,0.81,0.107673,43.3,2.1,53.67,3.18,2013.44,557.59,-2.24,9.5,6.049965,0.453,72.1,28.1,
20140523,4.923119,2.544238,2.378881,14.533045,33.88,0.368,1.04,0.116226,45.26,3.1,62.15,5.1,2017.17,549.7,-2.06,9.3,4.751876,0.355,73.0,35.6,
20140530,4.926816,2.531605,2.395211,14.754713,33.39,0.372,0.67,0.111506,43.36,3.8,46.52,4.5,1994.96,546.53,-3.14,9.5,7.368662,0.556,73.1,35.0,
20140605,4.876006,2.503583,2.372423,15.452322,31.56,0.37,0.73,0.129597,70.54,5.6,59.36,5.22,1995.48,523.12,-3.11,9.0,6.702388,0.508,68.9,36.9,
20140613,4.7799,2.474479,2.305421,15.399299,31.04,0.363,0.97,0.087657,44.13,4.7,48.91,4.24,1990.85,536.34,-3.34,8.5,4.939005,0.375,64.0,25.8,
20140620,4.85391,2.534596,2.319313,14.612376,33.22,0.372,0.78,0.103443,74.0,6.6,55.78,5.3,1968.07,536.69,-4.44,9.8,6.246898,0.479,67.4,40.9,
20140627,4.798211,2.509794,2.288417,14.942543,32.11,0.364,1.05,0.103638,44.85,4.3,55.39,4.76,1988.51,531.43,-3.45,10.2,4.585452,0.348,64.5,30.2,
20140704,4.770913,2.468953,2.30196,14.277047,33.42,0.357,0.96,0.092552,32.77,3.9,37.57,3.98,2009.66,552.9,-2.42,10.1,4.988778,0.374,62.2,26.3,
20140711,4.911559,2.540911,2.370648,15.098825,32.53,0.371,0.83,0.113398,39.97,4.1,47.02,4.74,1988.74,556.58,-3.44,8.9,5.949285,0.45,71.4,37.3,
20140718,5.003733,2.58721,2.416523,14.850489,33.69,0.372,0.9,0.11952,66.61,6.0,52.29,4.62,2019.42,560.26,-1.95,7.9,5.546056,0.413,77.6,38.2,
20140725,5.083537,2.620747,2.462791,14.687938,34.61,0.376,0.87,0.120502,37.98,3.8,42.14,3.92,2033.85,562.78,-1.25,6.4,5.854978,0.432,80.2,34.7,
20140801,5.046085,2.605151,2.440935,16.15268,31.24,0.368,0.75,0.159301,75.53,4.0,72.88,4.88,2073.1,541.09,-0.46,7.0,6.716676,0.49,78.9,39.8,
20140808,5.05069,2.620354,2.430336,15.843144,31.88,0.374,0.77,0.132759,65.24,4.9,53.59,4.0,2031.1,544.24,-2.47,8.5,6.588168,0.488,79.1,34.0,
20140814,5.071746,2.641037,2.430709,15.444709,32.84,0.37,0.83,0.122998,44.82,3.6,63.97,4.78,2063.22,558.18,-0.93,8.6,6.127534,0.447,79.4,38.3,
20140822,5.149076,2.647397,2.501679,15.346171,33.55,0.376,0.91,0.13199,80.5,6.5,51.6,4.52,2056.7,566.35,-1.24,10.8,5.670959,0.414,81.1,40.8,
20140829,5.219086,2.68652,2.532566,14.953078,34.9,0.379,0.81,0.123671,51.08,4.3,53.8,4.24,2068.54,570.2,-0.68,9.8,6.439067,0.467,81.9,41.6,
20140905,5.254577,2.706776,2.547801,14.944428,35.16,0.385,0.85,0.138309,66.7,5.1,52.35,4.44,2049.41,572.37,-1.59,9.8,6.21647,0.455,82.4,38.2,
20140912,5.229801,2.701931,2.52787,15.501491,33.74,0.384,0.82,0.121718,77.22,5.5,66.2,5.16,2041.86,570.65,-1.96,9.3,6.384003,0.469,81.8,42.4,
